Lat,Lng,What Dinosaurs Eat,Accepted Name,Country,Cc,Diet,Early Interval,Formation,Geological Interval,Geological Time Period,Ref Author,Ref Pubyr,State,Max Ma,Min Ma
35.866669,117.949997,PLANT,Euhelopus zdanskyi,China,CN,herbivore,Tithonian,Mengyin,Tithonian,Jurassic,Wiman,1929,Shandong,152.1,113
36.920399,120.622902,PLANT,Tanius sinensis,China,CN,herbivore,Campanian,Jingangkou,Campanian,Cretaceous,Wiman,1929,Shandong,83.6,72.1
48.910999,-112.641998,PLANT,Scolosaurus cutleri,United States,US,herbivore,Campanian,Two Medicine,Campanian,Cretaceous,Arbour and Currie,2013,Montana,83.6,72.1
36.314167,-108,PLANT,Glyptodontopelta mimus,United States,US,herbivore,Late Maastrichtian,Ojo Alamo,Maastrichtian,Cretaceous,Ford,2000,New Mexico,70.6,66
36.3148,-108.030701,PLANT,Glyptodontopelta mimus,United States,US,herbivore,Late Maastrichtian,Ojo Alamo,Maastrichtian,Cretaceous,Burns,2008,New Mexico,70.6,66
50.73679,-111.509666,PLANT,Corythosaurus casuarius,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Gilmore,1923,Alberta,83.6,72.1
40.286667,-75.803612,FLESH,Anchisauripus milfordensis,United States,US,carnivore,Rhaetian,Passaic,Rhaetian,Triassic,Szajna and Hartline,2003,Pennsylvania,208.5,201.3
40.61972,-75.155281,FLESH,Anchisauripus milfordensis,United States,US,carnivore,Norian,Passaic,Norian,Triassic,Olsen,2005,New Jersey,228,208.5
42.235325,-72.626053,FLESH,Grallator cuneatus,United States,US,carnivore,Hettangian,Portland,Hettangian,Jurassic,Hitchcock,1865,Massachusetts,201.3,190.8
42.235325,-72.626053,FLESH,Grallator (Eubrontes) divaricatus,United States,US,carnivore,Hettangian,Portland,Hettangian,Jurassic,Hitchcock,1865,Massachusetts,201.3,190.8
42.235325,-72.626053,FLESH,Anchisauripus exsertus,United States,US,carnivore,Hettangian,Portland,Hettangian,Jurassic,Hitchcock,1865,Massachusetts,201.3,190.8
40.273548,-75.862228,FLESH,Eubrontes giganteus,United States,US,carnivore,Rhaetian,Passaic,Rhaetian,Triassic,Olsen,2005,Pennsylvania,208.5,201.3
25.947222,101.90889,PLANT,Yuanmousaurus jiangyiensis,China,CN,herbivore,Middle Jurassic,Zhanghe,Jurassic,Jurassic,LÃ¼ et al.,2006,Yunnan,174.1,163.5
43.548889,111.870834,PLANT,Sonidosaurus saihangaobiensis,China,CN,herbivore,Middle Campanian,Iren Dabasu,Campanian,Cretaceous,Xu et al.,2006,Nei Mongol,83.5,70.6
41.772778,120.792221,PLANT,Borealosaurus wimani,China,CN,herbivore,Late Albian,Sunjiawan,Albian,Cretaceous,You et al.,2004,Liaoning,105.3,99.6
41.772778,120.792221,PLANT,Shuangmiaosaurus gilmorei,China,CN,herbivore,Late Albian,Sunjiawan,Albian,Cretaceous,You et al.,2003,Liaoning,105.3,99.6
41.509445,97.616669,PLANT,Gobititan shenzhouensis,China,CN,herbivore,Barremian,Digou,Barremian,Cretaceous,You et al.,2003,Gansu,129.4,113
41.603352,120.913269,PLANT and ANIMAL,Sinusonasus magnodens,China,CN,"carnivore, omnivore",Early Aptian,Yixian,Aptian,Cretaceous,Xu and Wang,2004,Liaoning,125.45,122.46
38.863888,-110.898888,FLESH,Ceratosaurus nasicornis,United States,US,carnivore,Kimmeridgian,Morrison,Kimmeridgian,Jurassic,Richmond and Stadtman,1996,Utah,157.3,152.1
42.821259,89.85601,FLESH,Tarbosaurus bataar,China,CN,carnivore,Campanian,Subashi,Campanian,Cretaceous,Dong,1977,Xinjiang,83.6,66
56.155277,-122.583885,PLANT,Amblydactylus kortmeyeri,Canada,CA,herbivore,Albian,Gething,Albian,Cretaceous,Currie and Sarjeant,1979,British Columbia,113,100.5
55.967777,-122.18306,PLANT,Amblydactylus kortmeyeri,Canada,CA,herbivore,Albian,Gething,Albian,Cretaceous,Currie and Sarjeant,1979,British Columbia,113,100.5
55.955833,-122.15889,PLANT,Amblydactylus kortmeyeri,Canada,CA,herbivore,Albian,Gething,Albian,Cretaceous,Currie and Sarjeant,1979,British Columbia,113,100.5
50.757,-111.465897,PLANT and ANIMAL,Chirostenotes elegans,Canada,CA,omnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Currie,1989,Alberta,83.5,70.6
50.73,-111.556114,PLANT and ANIMAL,Chirostenotes elegans,Canada,CA,omnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Parks,1933,Alberta,83.5,70.6
51.9501,-112.934799,PLANT and ANIMAL,Chirostenotes pergracilis,Canada,CA,omnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Currie and Russell,1988,Alberta,83.5,70.6
51.484501,-112.772202,PLANT and ANIMAL,Troodon formosus,Canada,CA,"carnivore, omnivore",Early Maastrichtian,Horseshoe Canyon,Maastrichtian,Cretaceous,Currie,1987,Alberta,70.6,66
49.985802,-111.421799,PLANT and ANIMAL,Troodon formosus,Canada,CA,"carnivore, omnivore",Late Campanian,Dinosaur Park,Campanian,Cretaceous,Currie,1987,Alberta,83.5,70.6
50.742401,-111.488899,PLANT and ANIMAL,Troodon formosus,Canada,CA,"carnivore, omnivore",Late Campanian,Dinosaur Park,Campanian,Cretaceous,Currie,1987,Alberta,83.5,70.6
50.786098,-111.603897,PLANT and ANIMAL,Troodon formosus,Canada,CA,"carnivore, omnivore",Late Campanian,Dinosaur Park,Campanian,Cretaceous,Gilmore,1932,Alberta,83.5,70.6
50.189499,-113.008003,PLANT,Pachyrhinosaurus canadensis,Canada,CA,herbivore,Late Campanian,St. Mary River,Campanian,Cretaceous,Sternberg,1950,Alberta,83.5,66
52.081001,-113.005203,PLANT,Leptoceratops gracilis,Canada,CA,herbivore,Maastrichtian,Scollard,Maastrichtian,Cretaceous,Sternberg,1950,Alberta,72.1,66
56.043056,-122.211945,FLESH,Irenesauripus mclearni,Canada,CA,carnivore,Albian,Gething,Albian,Cretaceous,Sternberg,1932,British Columbia,113,100.5
56.02972,-122.198334,FLESH,Irenesauripus acutus,Canada,CA,carnivore,Albian,Gething,Albian,Cretaceous,Sternberg,1932,British Columbia,113,100.5
56.036388,-122.205002,FLESH,Irenesauripus occidentalis,Canada,CA,carnivore,Albian,Gething,Albian,Cretaceous,Sternberg,1932,British Columbia,113,100.5
56.02972,-122.198334,FLESH,Columbosauripus ungulatus,Canada,CA,carnivore,Albian,Gething,Albian,Cretaceous,Sternberg,1932,British Columbia,113,100.5
56.043056,-122.211945,FLESH,Irenichnites gracilis,Canada,CA,carnivore,Albian,Gething,Albian,Cretaceous,Sternberg,1932,British Columbia,113,100.5
56.043056,-122.211945,PLANT,Gypsichnites pacensis,Canada,CA,herbivore,Albian,Gething,Albian,Cretaceous,Sternberg,1932,British Columbia,113,100.5
56.013611,-122.191109,PLANT,Amblydactylus gethingi,Canada,CA,herbivore,Albian,Gething,Albian,Cretaceous,Sternberg,1932,British Columbia,113,100.5
49.3601,-110.575104,PLANT,Monoclonius crassus,Canada,CA,herbivore,Late Campanian,Oldman,Campanian,Cretaceous,Russell,1966,Alberta,83.5,70.6
49.141899,-110.482399,PLANT,Chasmosaurus russelli,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Sternberg,1940,Alberta,83.5,70.6
51.819099,-112.981903,PLANT,Saurolophus osborni,Canada,CA,herbivore,Maastrichtian,Horseshoe Canyon,Maastrichtian,Cretaceous,Brown,1913,Alberta,72.1,66
51.906399,-112.9701,PLANT,Hypacrosaurus altispinus,Canada,CA,herbivore,Maastrichtian,Horseshoe Canyon,Maastrichtian,Cretaceous,Brown,1913,Alberta,72.1,66
51.819099,-112.981903,PLANT,Hypacrosaurus altispinus,Canada,CA,herbivore,Late Campanian,,Campanian,Cretaceous,Brown,1913,Alberta,83.5,66
51.819099,-112.981903,PLANT,Hypacrosaurus altispinus,Canada,CA,herbivore,Late Campanian,,Campanian,Cretaceous,Brown,1913,Alberta,83.5,66
51.746399,-112.958298,PLANT,Hypacrosaurus altispinus,Canada,CA,herbivore,Late Campanian,Horseshoe Canyon,Campanian,Cretaceous,Brown,1913,Alberta,83.5,66
51.819099,-112.981903,PLANT,Leptoceratops gracilis,Canada,CA,herbivore,Maastrichtian,Scollard,Maastrichtian,Cretaceous,Brown,1914,Alberta,72.1,66
51.746399,-112.958298,PLANT,Anchiceratops ornatus,Canada,CA,herbivore,Late Campanian,Horseshoe Canyon,Campanian,Cretaceous,Brown,1914,Alberta,83.5,66
51.746399,-112.958298,PLANT,Anchiceratops ornatus,Canada,CA,herbivore,Early Maastrichtian,Horseshoe Canyon,Maastrichtian,Cretaceous,Brown,1914,Alberta,70.6,66
50.746067,-111.493225,PLANT,Prosaurolophus maximus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Brown,1916,Alberta,83.5,70.6
39.033054,-109.703056,PLANT,Dinosauropodes magrawii,United States,US,herbivore,Campanian,Price River,Campanian,Cretaceous,Strevell,1932,Utah,83.6,72.1
45.668301,-101.480698,PLANT,Pachycephalosaurus wyomingensis,United States,US,herbivore,Maastrichtian,Lance,Maastrichtian,Cretaceous,Brown and Schlaikjer,1943,South Dakota,72.1,66
43.441799,-104.411598,PLANT,Pachycephalosaurus wyomingensis,United States,US,herbivore,Maastrichtian,Lance,Maastrichtian,Cretaceous,Brown and Schlaikjer,1943,Wyoming,72.1,66
50.830612,-111.6035,PLANT,Stegoceras validum,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Lambe,1918,Alberta,83.6,72.1
50.830612,-111.6035,PLANT,Stegoceras validum,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Brown and Schlaikjer,1943,Alberta,83.6,72.1
50.830612,-111.6035,PLANT,Hanssuesia sternbergi,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Brown and Schlaikjer,1943,Alberta,83.6,72.1
50.830612,-111.6035,PLANT,Sphaerotholus brevis,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Lambe,1918,Alberta,83.6,72.1
50.830612,-111.6035,PLANT,Sphaerotholus brevis,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Lambe,1918,Alberta,83.6,72.1
50.830612,-111.6035,PLANT,Sphaerotholus brevis,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Lambe,1918,Alberta,83.6,72.1
50.765556,-111.387497,PLANT,Stegoceras validum,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Lambe,1918,Alberta,83.6,72.1
51.939167,-112.942497,PLANT,Sphaerotholus edmontonense,Canada,CA,herbivore,Late Campanian,,Campanian,Cretaceous,Brown and Schlaikjer,1943,Alberta,83.5,66
49.951111,-111.423058,PLANT,Colepiocephale lambei,Canada,CA,herbivore,Middle Campanian,Foremost,Campanian,Cretaceous,Sternberg,1945,Alberta,83.5,70.6
50.822498,-111.592781,PLANT,Hanssuesia sternbergi,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Brown and Schlaikjer,1943,Alberta,83.6,72.1
50.820557,-111.62722,PLANT,Stegoceras validum,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Brown and Schlaikjer,1943,Alberta,83.6,72.1
50.820557,-111.62722,PLANT,Stegoceras validum,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Lambe,1918,Alberta,83.6,72.1
50.75,-111.541115,PLANT,Stegoceras validum,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Lambe,1918,Alberta,83.6,72.1
50.75,-111.541115,PLANT,Stegoceras validum,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Brown and Schlaikjer,1943,Alberta,83.6,72.1
50.75,-111.541115,PLANT,Stegoceras validum,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Brown and Schlaikjer,1943,Alberta,83.6,72.1
50.799442,-111.59333,PLANT,Stegoceras validum,Canada,CA,herbivore,Campanian,,Campanian,Cretaceous,Brown and Schlaikjer,1943,Alberta,83.6,72.1
50.752384,-111.511536,PLANT,Spheroolithus albertensis,Canada,CA,herbivore,Middle Campanian,Oldman,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
50.749939,-111.514915,PLANT,Spheroolithus albertensis,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
50.749939,-111.514915,FLESH,Continuoolithus canadensis,Canada,CA,carnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
50.749939,-111.514915,FLESH,Reticuloolithus hirschi,Canada,CA,carnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
50.752384,-111.511536,FLESH,Continuoolithus canadensis,Canada,CA,carnivore,Middle Campanian,Oldman,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
50.752384,-111.511536,FLESH,Porituberoolithus warnerensis,Canada,CA,carnivore,Middle Campanian,Oldman,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
50.750069,-111.463036,FLESH,Continuoolithus canadensis,Canada,CA,carnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
50.748547,-111.524963,FLESH,Continuoolithus canadensis,Canada,CA,carnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
50.750278,-111.474724,FLESH,Porituberoolithus warnerensis,Canada,CA,carnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
50.750278,-111.474724,PLANT,Spheroolithus albertensis,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
49.138,-112.577003,FLESH,Reticuloolithus hirschi,Canada,CA,carnivore,Late Campanian,Oldman,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
49.283001,-112.577003,FLESH,Reticuloolithus hirschi,Canada,CA,carnivore,Late Campanian,Oldman,Campanian,Cretaceous,Zelenitsky and Sloboda,2005,Alberta,83.5,70.6
50.727234,-111.524582,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.741699,-111.516602,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.769199,-111.519699,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.772099,-111.527802,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.763401,-111.435402,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.763302,-111.4254,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.826698,-111.596199,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.743,-111.5187,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.751499,-111.409302,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.7612,-111.490303,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.751598,-111.404099,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.755501,-111.489403,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.794701,-111.575401,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Ryan et al.,2007,Alberta,83.5,70.6
50.753601,-111.473801,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
50.754002,-111.471397,PLANT,Centrosaurus apertus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Eberth and Getty,2005,Alberta,83.5,70.6
24.950001,114.066704,PLANT and ANIMAL,Shixinggia oblita,China,CN,omnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,LÃ¼ and Zhang,2005,Guangdong,72.1,66
39.681946,-105.192497,PLANT,Caririchnium leonardii,United States,US,herbivore,Early Cenomanian,Muddy Sandstone,Cenomanian,Cretaceous,Lockley,1987,Colorado,99.6,93.5
39.681946,-105.192497,FLESH,Magnoavipes caneeri,United States,US,carnivore,Early Cenomanian,Muddy Sandstone,Cenomanian,Cretaceous,Lockley et al.,2001,Colorado,99.6,93.5
39.681946,-105.192497,PLANT,Caririchnium leonardii,United States,US,herbivore,Albian,Muddy Sandstone,Albian,Cretaceous,Lockley,1987,Colorado,113,100.5
36.945,-102.78083,FLESH,Magnoavipes caneeri,United States,US,carnivore,Albian,Mesa Rica Sandstone,Albian,Cretaceous,Lockley et al.,2001,Colorado,113,100.5
39.47361,-105.084999,FLESH,Magnoavipes caneeri,United States,US,carnivore,Albian,Muddy Sandstone,Albian,Cretaceous,Lockley et al.,2001,Colorado,113,100.5
39.66647,-105.191826,FLESH,Magnoavipes caneeri,United States,US,carnivore,Late Aptian,,Aptian,Cretaceous,Lockley et al.,2001,Colorado,122.46,93.5
40.301338,105.943283,FLESH,Shaochilong maortuensis,China,CN,carnivore,Turonian,Ulansuhai,Turonian,Cretaceous,Hu,1964,Nei Mongol,93.9,89.8
40.301338,105.943283,FLESH,Chilantaisaurus tashuikouensis,China,CN,carnivore,Turonian,Ulansuhai,Turonian,Cretaceous,Hu,1964,Nei Mongol,93.9,89.8
40.301338,105.943283,PLANT,Gobisaurus domoculus,China,CN,herbivore,Turonian,Ulansuhai,Turonian,Cretaceous,Vickaryous et al.,2001,Nei Mongol,93.9,89.8
25.178595,102.076118,FLESH,Sinosaurus triassicus,China,CN,carnivore,Sinemurian,Lufeng,Sinemurian,Jurassic,Hu,1961,Yunnan,199.3,190.8
29.218168,104.707771,PLANT,Gigantspinosaurus sichuanensis,China,CN,herbivore,Oxfordian,Shangshaximiao,Oxfordian,Jurassic,Maidment and Wei,2006,Sichuan,163.5,157.3
41.13401,121.13813,PLANT,Jinzhousaurus yangi,China,CN,herbivore,Early Aptian,Yixian,Aptian,Cretaceous,Wang and Xu,2001,Liaoning,125.45,122.46
51.610523,-112.875389,PLANT,Arrhinoceratops brachyops,Canada,CA,herbivore,Late Campanian,Horseshoe Canyon,Campanian,Cretaceous,Parks,1925,Alberta,83.5,66
45.096218,-102.090607,PLANT,Pachycephalosaurus wyomingensis,United States,US,herbivore,Maastrichtian,Hell Creek,Maastrichtian,Cretaceous,Bakker et al.,2006,South Dakota,72.1,66
50.748547,-111.524963,FLESH,Dromaeosaurus albertensis,Canada,CA,carnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Larson and Currie,2013,Alberta,83.5,70.6
50.809345,-111.63166,FLESH,Richardoestesia isosceles,Canada,CA,carnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Larson and Currie,2013,Alberta,83.5,70.6
50.809345,-111.63166,FLESH,Zapsalis abradens,Canada,CA,carnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Larson and Currie,2013,Alberta,83.5,70.6
50.809345,-111.63166,FLESH,Dromaeosaurus albertensis,Canada,CA,carnivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Larson and Currie,2013,Alberta,83.5,70.6
61.970406,-132.501022,PLANT,Amblydactylus kortmeyeri,Canada,CA,herbivore,Middle Albian,,Albian,Cretaceous,Gangloff et al.,2004,Yukon,109,93.5
61.970406,-132.501022,PLANT,Amblydactylus kortmeyeri,Canada,CA,herbivore,Middle Albian,,Albian,Cretaceous,Gangloff et al.,2004,Yukon,109,93.5
61.970406,-132.501022,PLANT,Amblydactylus kortmeyeri,Canada,CA,herbivore,Middle Albian,,Albian,Cretaceous,Gangloff et al.,2004,Yukon,109,93.5
61.970406,-132.501022,PLANT,Amblydactylus kortmeyeri,Canada,CA,herbivore,Middle Albian,,Albian,Cretaceous,Gangloff et al.,2004,Yukon,109,93.5
61.970406,-132.501022,PLANT,Amblydactylus kortmeyeri,Canada,CA,herbivore,Middle Albian,,Albian,Cretaceous,Gangloff et al.,2004,Yukon,109,93.5
61.970406,-132.501022,PLANT,Amblydactylus kortmeyeri,Canada,CA,herbivore,Middle Albian,,Albian,Cretaceous,Gangloff et al.,2004,Yukon,109,93.5
61.970406,-132.501022,PLANT,Amblydactylus kortmeyeri,Canada,CA,herbivore,Middle Albian,,Albian,Cretaceous,Gangloff et al.,2004,Yukon,109,93.5
61.970406,-132.501022,FLESH,Columbosauripus ungulatus,Canada,CA,carnivore,Middle Albian,,Albian,Cretaceous,Gangloff et al.,2004,Yukon,109,93.5
37.0825,-111.663612,PLANT,Nothronychus graffami,United States,US,herbivore,Late Cenomanian,Tropic Shale,Cenomanian,Cretaceous,Zanno et al.,2009,Utah,99.6,89.3
38.900555,107.234444,FLESH,Tatarornipes chabuensis,China,CN,carnivore,Late Barremian,Jianchuan,Barremian,Cretaceous,Lockley et al.,2012,Nei Mongol,130,125.45
29.104792,-103.169876,FLESH,Richardoestesia isosceles,United States,US,carnivore,Late Campanian,Aguja,Campanian,Cretaceous,Sankey et al.,2005,Texas,83.5,70.6
29.104792,-103.169876,FLESH,Richardoestesia isosceles,United States,US,carnivore,Late Campanian,Aguja,Campanian,Cretaceous,Sankey et al.,2005,Texas,83.5,70.6
29.104792,-103.169876,FLESH,Richardoestesia isosceles,United States,US,carnivore,Late Campanian,Aguja,Campanian,Cretaceous,Sankey,2001,Texas,83.5,70.6
29.104792,-103.169876,FLESH,Richardoestesia isosceles,United States,US,carnivore,Late Campanian,Aguja,Campanian,Cretaceous,Sankey,2001,Texas,83.5,70.6
29.30055,-103.516487,FLESH,Richardoestesia isosceles,United States,US,carnivore,Early Maastrichtian,Aguja,Maastrichtian,Cretaceous,Sankey et al.,2005,Texas,70.6,66
29.228554,-103.56562,FLESH,Richardoestesia isosceles,United States,US,carnivore,Early Maastrichtian,Aguja,Maastrichtian,Cretaceous,Sankey et al.,2005,Texas,70.6,66
41.200001,116.650002,FLESH,Protopteryx fengningensis,China,CN,carnivore,Late Barremian,Huajiying,Barremian,Cretaceous,Zhang and Zhou,2000,Hebei,130,122.46
35.679169,-111.027779,FLESH,Dilophosaurus wetherilli,United States,US,carnivore,Sinemurian,Kayenta,Sinemurian,Jurassic,Gay,2005,Arizona,199.3,182.7
39.167778,-108.774719,PLANT,Camarasaurus grandis,United States,US,herbivore,Late Kimmeridgian,Morrison,Kimmeridgian,Jurassic,Foster,2005,Colorado,155.7,145
35.515598,-106.823196,PLANT,Camarasaurus grandis,United States,US,herbivore,Late Kimmeridgian,Morrison,Kimmeridgian,Jurassic,Ikejiri et al.,2005,New Mexico,155.7,145
25.092653,114.284248,FLESH,Macroolithus yaotunensis,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.227583,114.485237,FLESH,Elongatoolithus elongatus,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.227583,114.485237,FLESH,Elongatoolithus andrewsi,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.092653,114.284248,FLESH,Macroolithus rugustus,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.092653,114.284248,FLESH,Elongatoolithus andrewsi,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.092653,114.284248,FLESH,Elongatoolithus elongatus,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.093849,114.290146,FLESH,Elongatoolithus andrewsi,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.093849,114.290146,FLESH,Elongatoolithus elongatus,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.093849,114.290146,FLESH,Macroolithus yaotunensis,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.093849,114.290146,FLESH,Macroolithus rugustus,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.227583,114.485237,FLESH,Macroolithus rugustus,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.227583,114.485237,FLESH,Macroolithus yaotunensis,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.227583,114.485237,FLESH,Elongatoolithus elongatus,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.227583,114.485237,FLESH,Elongatoolithus andrewsi,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.12981,114.409752,FLESH,Elongatoolithus elongatus,China,CN,carnivore,Maastrichtian,Yuanpu,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.12981,114.409752,FLESH,Elongatoolithus andrewsi,China,CN,carnivore,Maastrichtian,Yuanpu,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.12981,114.409752,FLESH,Macroolithus rugustus,China,CN,carnivore,Maastrichtian,Yuanpu,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.12981,114.409752,FLESH,Macroolithus yaotunensis,China,CN,carnivore,Maastrichtian,Yuanpu,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.12981,114.409752,FLESH,Elongatoolithus andrewsi,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.12981,114.409752,FLESH,Macroolithus rugustus,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.12981,114.409752,FLESH,Macroolithus yaotunensis,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
25.12981,114.409752,FLESH,Elongatoolithus elongatus,China,CN,carnivore,Maastrichtian,Pingling,Maastrichtian,Cretaceous,Zhao et al.,1991,Guangdong,72.1,66
